wavelength,mean_reflectance_gt_5
457.46344923,17.247724536
457.89624639,17.302656708
458.32902903,17.335098958
458.76179711,17.357592901
459.19455064,17.398584559
459.62728958,17.415191272999998
460.06001392,17.439761695999998
460.49272363,17.438579926000003
460.92541871,17.435036595999996
461.35809913,17.413252254999996
461.79076486,17.391136781
462.22341591,17.326533853
462.65605223,17.275383972999997
463.08867382,17.19819847
463.52128065,17.118233322000002
463.95387271,17.048986995
464.38644998,17.004349141
464.81901243,16.956095220999998
465.25156005,16.920845902
465.68409283,16.913939144
466.11661073,16.903805548
466.54911374,16.903653884
466.98160185,16.926636792
467.41407503,16.974575941
467.84653327,17.017164038
468.27897654,17.069358501000004
468.71140483,17.115527950000004
469.14381811,17.154338756999998
469.57621637,17.175816189
470.0085996,17.189373898999996
470.44096776,17.190106735999997
470.87332084,17.187692152
471.30565882,17.190379861000004
471.73798169,17.184365452999998
472.17028942,17.166615045000004
472.602582,17.146209188
473.0348594,17.116313588
473.4671216,17.053694109000002
473.8993686,16.992420506000002
474.33160036,16.920292647
474.76381687,16.839034576
475.19601811,16.760256491
475.62820407,16.714122451
476.06037471,16.686489012999996
476.49253003,16.683690855000002
476.92467,16.688695501999998
477.35679461,16.712785142999998
477.78890383,16.743581302999996
478.22099765,16.762445728
478.65307605,16.785106915
479.085139,16.834771595999996
479.5171865,16.873795327
479.94921851,16.92988614
480.38123503,16.97895291
480.81323602,17.020132236000002
481.24522149,17.044409351000002
481.67719139,17.076842253000002
482.10914572,17.073295819000002
482.54108446,17.069811961
482.97300758,17.056670299
483.40491507,17.033700777
483.83680691,16.984061856
484.26868308,16.929754184
484.70054356,16.863516178999998
485.13238833,16.796109647
485.56421738,16.737925699000005
485.99603067,16.685314985
486.4278282,16.642560558
486.85960995,16.617380423
487.29137589,16.589355318000003
487.72312601,16.570371041999998
488.15486029,16.572234899
488.5865787,16.554009086
489.01828124,16.557006497000003
489.44996788,16.580219772
489.8816386,16.601183898
490.31329338,16.635635177999998
490.7449322,16.684796686
491.17655505,16.723302596
491.6081619,16.763793028
492.03975274,16.796551301
492.47132755,16.802933196000005
492.90288631,16.821001334
493.33442899,16.833892486
493.76595559,16.832026695000003
494.19746607,16.837524018
494.62896043,16.84282377
495.06043864,16.850555898
495.49190069,16.836923044
495.92334655,16.810641898
496.3547762,16.780001925
496.78618963,16.749046126
497.21758682,16.709616188000002
497.64896774,16.669580896
498.08033239,16.638131765000004
498.51168074,16.598342948000003
498.94301276,16.572123007000002
499.37432845,16.546603550999997
499.80562778,16.541781349
500.23691074,16.54896219
500.6681773,16.558458281000004
501.09942745,16.563781816000002
501.53066116,16.574202639000003
501.96187842,16.583441053
502.39307921,16.601334676
502.82426351,16.627869736
503.2554313,16.651076681
503.68658256,16.673310125999997
504.11771727,16.693539640999997
504.54883542,16.712535418
504.97993698,16.738330228000002
505.41102193,16.76537069
505.84209026,16.790824295
506.27314195,16.810876994999994
506.70417698,16.810396928
507.13519532,16.789843411
507.56619696,16.762512433
507.99718189,16.725852045
508.42815007,16.67983786
508.8591015,16.638670272000002
509.29003615,16.594969155
509.72095401,16.558425180999997
510.15185505,16.526525424
510.58273926,16.496534372
511.01360661,16.483135170000004
511.44445709,16.468436058
511.87529069,16.43522115
512.30610737,16.414102586000002
512.73690712,16.400401237
513.16768992,16.380731951999998
513.59845576,16.382252189
514.02920461,16.409595573
514.45993645,16.428387995
514.89065127,16.469302095
515.32134905,16.510199965
515.75202976,16.552805807000002
516.18269339,16.602336251
516.61333992,16.645067606
517.04396933,16.673944709999997
517.4745816,16.700706123
517.90517671,16.713949039
518.33575465,16.71611359
518.76631539,16.725259856
519.19685891,16.728719600999998
519.6273852,16.723672313
520.05789424,16.720912108000004
520.488386,16.713125807999997
520.91886048,16.696997634
521.34931764,16.684059311
521.77975747,16.668562756000004
522.21017995,16.628034839
522.64058507,16.58833176
523.07097279,16.549293943
523.50134312,16.50066465
523.93169601,16.457711612
524.36203147,16.416911544999998
524.79234945,16.379634342
525.22264996,16.353773826
525.65293297,16.333573396
526.08319845,16.317537855
526.5134464,16.331118097999997
526.94367678,16.340561835
527.37388959,16.354928463
527.8040848,16.380155757999997
528.2342624,16.412504032
528.66442236,16.436524474000002
529.09456467,16.473646996000003
529.5246893,16.518630479
529.95479624,16.562199665
530.38488547,16.592519075000002
530.81495697,16.640119915
531.24501072,16.674814458999997
531.67504671,16.705265121000004
532.1050649,16.723788902000003
532.53506529,16.739375254000002
532.96504785,16.747947488
533.39501257,16.740219312
533.82495942,16.720700861000005
534.25488839,16.703120712000004
534.68479946,16.69442574
535.11469261,16.664562108
535.54456782,16.658190068
535.97442507,16.623883855
536.40426434,16.591583908
536.83408561,16.553003788999998
537.26388887,16.528722659
537.69367409,16.48668682
538.12344125,16.469418738999998
538.55319035,16.460696262
538.98292135,16.453834011999998
539.41263423,16.425861638
539.84232899,16.407815089
540.2720056,16.404109949000002
540.70166404,16.397562608999998
541.13130429,16.397337511
541.56092633,16.420251682
541.99053015,16.446342196
542.42011572,16.462098628
542.84968303,16.477690537
543.27923205,16.492468747
543.70876277,16.504361287000002
544.13827517,16.518580859
544.56776923,16.542064888999995
544.99724493,16.565281617000004
545.42670225,16.589395238
545.85614117,16.620015946000002
546.28556168,16.653479645
546.71496375,16.686121138999997
547.14434736,16.699219454
547.5737125,16.719267343000002
548.00305915,16.732924627
548.43238728,16.737239127
548.86169688,16.723101134
549.29098794,16.735217243999998
549.72026042,16.721979354000002
550.14951431,16.704698348
550.5787496,16.696022477
551.00796626,16.701587615
551.43716427,16.690859717
551.86634362,16.688180982
552.29550429,16.670810801
552.72464625,16.640807358
553.15376949,16.608273689000004
553.58287399,16.572261122999997
554.01195973,16.545063729
554.44102669,16.527184953000003
554.87007485,16.51001926
555.29910419,16.473372265000002
555.7281147,16.437716446
556.15710635,16.409910399999998
556.58607912,16.382530853
557.015033,16.362444072
557.44396797,16.356432765
557.87288401,16.368217844000004
558.3017811,16.378532308
558.73065921,16.395228864
559.15951834,16.425851676
559.58835846,16.464678385000003
560.01717955,16.495417835
560.4459816,16.517389093000002
560.87476458,16.542446918
561.30352847,16.563397044000002
561.73227326,16.587962335999997
562.16099893,16.613645777
562.58970546,16.646652547000002
563.01839282,16.685008517000004
563.44706101,16.701055056
563.87571,16.713183841
